Uniprot	Names
Q14393	GAS6
Q14432	PDE3A
Q14508	WFDC2
P37837	TALDO1
Q14515	SPARCL1
Q14623	IHH
Q14644	RASA3
Q14677	CLINT1
O94766	B3GAT3
Q14697	GANAB
Q14697-2	nPvarsplic
Q14699	RFTN1
Q14764	MVP
Q14789	GOLGB1
Q14847	LASP1
Q14894	CRYM
Q14896	MYBPC3
Q14914	PTGR1
Q14956	GPNMB
Q14974	KPNB1
Q14978	NOLC1
Q14BN4	SLMAP
Q15005	SPCS2
Q15008	PSMD6
Q15042	RAB3GAP1
Q15043	SLC39A14
Q15046	KARS
Q15056	EIF4H
Q15057	ACAP2
Q15063	POSTN
Q92542	NCSTN
Q15067	ACOX1
Q15080	NCF4
Q15102	PAFAH1B3
Q15113	PCOLCE
Q15118	PDK1
Q15121	PEA15
Q15124	PGM5
Q15172	PPP2R5A
Q15181	PPA1
Q9H2U2	PPA2
Q15185	PTGES3
Q15223	NECTIN1
Q15233	NONO
Q15257	PPP2R4
Q15262	PTPRK
Q15274	QPRT
Q15365	PCBP1
Q15366	PCBP2
Q15369	TCEB1
Q15382	RHEB
Q15404	RSU1
Q15435	PPP1R7
Q15436	SEC23A
Q15459	SF3A1
Q15465	SHH
Q15493	RGN
Q15517	CDSN
Q15555	MAPRE2
Q15691	MAPRE1
Q15582	TGFBI
Q15599	SLC9A3R2
Q15631	TSN
Q15637	SF1
Q15642	TRIP10
Q15648	MED1
Q15654	TRIP6
Q15717	ELAVL1
Q15738	NSDHL
Q15758	SLC1A5
Q15762	CD226
Q15782	CHI3L2
Q15828	CST6
Q15843	NEDD8
Q86V88	MDP1
Q15847	ADIRF
Q15904	ATP6AP1
Q15942	ZYX
Q16222	UAP1
Q16270	IGFBP7
Q16288	NTRK3
Q16378	PRR4
Q16401	PSMD5
Q16531	DDB1
Q16543	CDC37
Q16549	PCSK7
Q16576	RBBP7
Q16620	NTRK2
Q16627	CCL14
P84103	SRSF3
Q16629	SRSF7
Q16630	CPSF6
Q16643	DBN1
Q16651	PRSS8
Q16658	FSCN1
Q16661	GUCA2B
P55773	CCL23
Q16663	CCL15
Q16698	DECR1
Q16718	NDUFA5
Q16719	KYNU
Q16762	TST
Q16773	KYAT1
Q16774	GUK1
Q16775	HAGH
O95197	RTN3
Q16799	RTN1
Q16819	MEP1A
Q16820	MEP1B
Q16832	DDR2
Q16836	HADH
Q16849	PTPRN
Q16851	UGP2
Q16853	AOC3
Q16891	IMMT
Q1KMD3	HNRNPUL2
Q24JP5	TMEM132A
Q27J81	INF2
Q2MKA7	RSPO1
Q2TAA2	IAH1
Q2TAY7	SMU1
Q32P28	P3H1
Q3LI72	KRTAP19-5
Q3LI77	KRTAP13-4
Q3T906	GNPTAB
Q3ZCQ8	TIMM50
Q3ZCW2	LGALSL
Q495W5	FUT11
Q4G0F5	VPS26B
Q4G0N4	NADK2
Q4G148	GXYLT1
Q4G176	ACSF3
Q4KMG0	CDON
Q4KMQ2	ANO6
P02743	APCS
P14151	SELL
P16109	SELP
P16581	SELE
P47972	NPTX2
Q15818	NPTX1
Q4LDE5	SVEP1
Q4ZHG4	FNDC1
Q504Y2	PKDCC
Q52LG2	KRTAP13-2
Q8IUC0	KRTAP13-1
Q53FA7	TP53I3
Q53G59	KLHL12
Q53GQ0	HSD17B12
Q53H82	LACTB2
Q53RD9	FBLN7
Q53RT3	ASPRV1
Q53T59	HS1BP3
Q5BLP8	C4orf48
Q5FWE3	PRRT3
Q5JRA6	MIA3
Q5JS37	NHLRC3
Q5JSH3	WDR44
Q5JTV8	TOR1AIP1
Q5JW98	FAM26D
Q5JXA9	SIRPB2
Q5KU26	COLEC12
Q5R3I4	TTC38
Q5SQ64	LY6G6F
Q5SRI9	MANEA
Q5SSJ5	HP1BP3
Q5T0F9	CC2D1B
Q5T1M5	FKBP15
Q5T2D2	TREML2
Q5T447	HECTD3
Q5T5C0	STXBP5
Q5T749	KPRP
Q5T750	XP32
Q5TDH0	DDI2
Q5TFE4	NT5DC1
Q5VSG8	MANEAL
Q5VT52	RPRD2
Q5VU13	VSIG8
Q5VU97	CACHD1
Q5VUB5	FAM171A1
Q5VVQ6	YOD1
Q5VW32	BROX
Q5VWZ2	LYPLAL1
Q5VY43	PEAR1
Q5ZPR3	CD276
Q658P3	STEAP3
Q684P5	RAP1GAP2
Q68D85	NCR3LG1
Q68D91	MBLAC2
Q69YW2	STUM
Q6B0K9	HBM
Q6DD88	ATL3
Q8WXF7	ATL1
Q6FHJ7	SFRP4
Q6FI81	CIAPIN1
Q6GMV3	PTRHD1
Q6GTS8	PM20D1
Q8N8N7	PTGR2
Q6GTX8	LAIR1
Q6IAA8	LAMTOR1
Q6ICL3	TANGO2
Q6JBY9	RCSD1
Q6NUK1	SLC25A24
Q6NUS6	TCTN3
Q6NVY1	HIBCH
Q6NW40	RGMB
Q6NZI2	PTRF
Q6NZY4	ZCCHC8
Q6P1A2	LPCAT3
Q6P2Q9	PRPF8
Q6P3W7	SCYL2
Q6P4E1	CASC4
Q6P531	GGT6
Q6P5S2	LEG1
Q6P988	NOTUM
Q6P9A2	GALNT18
Q6PCB0	VWA1
Q6PCE3	PGM2L1
Q6PL24	TMED8
Q6Q788	APOA5
Q6QNK2	ADGRD1
Q6UVK1	CSPG4
Q6UW49	SPESP1
Q6UW63	KDELC1
Q6UWB1	IL27RA
Q6UWL2	SUSD1
Q6UWP2	DHRS11
Q6UWP8	SBSN
Q6UWR7	ENPP6
Q6UWV6	ENPP7
Q6UWY5	OLFML1
Q6UX73	C16orf89
Q6UXB8	PI16
Q6UXD5	SEZ6L2
Q9BYH1	SEZ6L
Q6UXG3	CD300LG
Q6UXH0	ANGPTL8
Q6UXH1	CRELD2
Q6UXH9	PAMR1
Q6UXH9-2	nPvarsplic
Q6UXI7	VIT
Q6UXK2	ISLR2
Q6UXK5	LRRN1
Q6UY14	ADAMTSL4
Q6WN34	CHRDL2
Q6WN34-2	nPvarsplic
Q6WRI0	IGSF10
Q6ZMI3	GLDN
Q6ZMM2	ADAMTSL5
Q6ZNJ1	NBEAL2
Q6ZRP7	QSOX2
Q6ZU35	KIAA1211
Q6ZUX7	LHFPL2
Q6ZVM7	TOM1L2
Q6ZVN8	HFE2
Q6ZVX7	NCCRP1
Q70IA8	MOB3C
Q70J99	UNC13D
Q71U42	UPTr
Q76LX8	ADAMTS13
Q76M96	CCDC80
Q7KZF4	SND1
Q7L1Q6	BZW1
Q7L2H7	EIF3M
Q7L591	DOK3
Q7L5N1	COPS6
Q7L7X3	TAOK1
Q7LDG7	RASGRP2
Q7LFX5	CHST15
Q7LGC8	CHST3
Q7Z2W4	ZC3HAV1
Q7Z3B1	NEGR1
Q7Z434	MAVS
Q7Z4H3	HDDC2
Q7Z4W1	DCXR
Q7Z6A9	BTLA
Q7Z6M3	MILR1
Q7Z7G0	ABI3BP
M0QZL2	UPCP
Q7Z7M0	MEGF8
Q7Z7M8	B3GNT8
Q86SF2	GALNT7
Q86SJ2	AMIGO2
Q86SX6	GLRX5
Q86T13	CLEC14A
Q86TD4	SRL
Q86TH1	ADAMTSL2
Q86TP1	PRUNE
Q86TV6	TTC7B
Q86TY3	C14orf37
Q86UD1	OAF
Q86UE4	MTDH
Q86UF1	TSPAN33
Q86UT6	NLRX1
Q86V81	ALYREF
Q86VP6	CAND1
Q86VZ4	LRP11
Q86WA6	BPHL
Q86WC4	OSTM1
Q07075	ENPEP
Q86WI1	PKHD1L1
Q86X76	NIT1
Q86XE5	HOGA1
Q86Y38	XYLT1
Q86YB7	ECHDC2
Q86YD3	TMEM25
Q86YT9	JAML
Q86YW5	TREML1
Q86Z14	KLB
Q8IUC1	KRTAP11-1
Q8IUI8	CRLF3
Q8IUL8	CILP2
Q8IUX7	AEBP1
Q8IV08	PLD3
Q8IVB4	SLC9A9
Q8IVF2	AHNAK2
Q8IVN8	SBSPON
Q8IW45	NAXD
Q8IW52	SLITRK4
Q8IW75	SERPINA12
Q8IWB7	WDFY1
Q8IWK6	ADGRA3
Q8IWT0	ZBTB8OS
Q8IWU5	SULF2
Q8IWW8	ADHFE1
Q8IXL6	FAM20C
Q96MK3	FAM20A
Q8IXQ3	C9orf40
Q8IY22	CMIP
Q8IY63	AMOTL1
Q8IYB3	SRRM1
Q8IYS5	OSCAR
Q8IZ83	ALDH16A1
Q8IZA0	KIAA0319L
Q8IZF2	ADGRF5
Q8IZP0	ABI1
Q8IZP9	ADGRG2
Q8IZS8	CACNA2D3
Q8N0V5	GCNT2
Q8N0X4	CLYBL
Q8N128	FAM177A1
Q8N163	CCAR2
Q8N1Q1	CA13
Q8N2Q7	NLGN1
Q8N307	MUC20
Q8N386	LRRC25
Q8N392	ARHGAP18
Q8N3D4	EHBP1L1
Q8N3J6	CADM2
Q8N3T1	GALNT15
Q8N474	SFRP1
Q8N490	PNKD
Q8N4F0	BPIFB2
Q8N4L2	TMEM55A
Q8N4P3	HDDC3
Q8N4T8	CBR4
Q8N5J2	FAM63A
Q8N5K1	CISD2
Q8N699	MYCT1
Q8N766	EMC1
Q8N8S7	ENAH
Q8N8Z6	DCBLD1
Q96PD2	DCBLD2
Q8N9U0	TC2N
Q8NBF2	NHLRC2
Q8NBI6	XXYLT1
Q8NBJ4	GOLM1
Q8NBJ7	SUMF2
Q8NBM8	PCYOX1L
Q8NBQ5	HSD17B11
Q8NBX0	SCCPDH
Q14435	GALNT3
Q8NCL4	GALNT6
Q8NCW5	NAXE
Q8NDH3	NPEPL1
Q8NE86	MCU
O00587	MFNG
Q8NES3	LFNG
Q9Y644	RFNG
Q8NFL0	B3GNT7
Q8NFP4	MDGA1
Q8NFQ8	TOR1AIP2
Q8NFT8	DNER
Q8NFV4	ABHD11
Q8NFZ8	CADM4
Q8NG06	TRIM58
Q8NG11	TSPAN14
Q8NHJ6	LILRB4
Q8NHP8	PLBD2
Q8NI22	MCFD2
Q8TB24	RIN3
Q8TB96	ITFG1
Q8TBC4	UBA3
Q8TC12	RDH11
Q8TCD5	NT5C
Q8TCJ2	STT3B
Q8TCZ2	CD99L2
Q8TD19	NEK9
Q8TD43	TRPM4
Q8TD46	CD200R1
Q8TD55	PLEKHO2
Q8TDL5	BPIFB1
Q8TDX5	ACMSD
Q8TDX7	NEK7
Q8TDY8	IGDCC4
Q8TDZ2	MICAL1
Q8TEA8	DTD1
Q8TEM1	NUP210
Q8TER0	SNED1
Q8TF42	UBASH3B
Q8TF64	GIPC3
Q8TF66	LRRC15
Q8WTU2	SSC4D
Q8WU39	MZB1
Q8WUA8	TSKU
Q8WUJ3	CEMIP
Q8WUW1	BRK1
Q8WVM8	SCFD1
Q8WVN6	SECTM1
Q8WVV4	POF1B
Q8WW59	SPRYD4
Q8WWA0	ITLN1
Q8WWA1	TMEM40
Q8WWI5	SLC44A1
Q8WWQ8	STAB2
Q8WWX9	SELM
Q8WWZ8	OIT3
Q8WXE9	STON2
Q8WXX5	DNAJC9
Q8WYN0	ATG4A
Q8WZ75	ROBO4
Q8WZA9	IRGQ
Q11201	ST3GAL1
Q92187	ST8SIA4
Q92484	SMPDL3A
Q92485	SMPDL3B
Q92499	DDX1
Q92506	HSD17B8
Q92520	FAM3C
Q92530	PSMF1
Q92556	ELMO1
Q92563	SPOCK2
Q92619	HMHA1
Q92626	PXDN
Q92686	NRGN
Q92734	TFG
Q92765	FRZB
Q92820	GGH
Q92854	SEMA4D
Q92882	OSTF1
Q92888	ARHGEF1
Q92890	UFD1L
Q92896	GLG1
Q92900	UPF1
Q92905	COPS5
Q92945	KHSRP
Q96AE4	FUBP1
Q96I24	FUBP3
Q92973	TNPO1
Q93009	USP7
Q93070	ART4
Q93088	BHMT
Q9H2M3	BHMT2
Q93091	RNASE6
Q93099	HGD
Q969H8	MYDGF
Q969P0	IGSF8
Q969T9	WBP2
Q969V3	NCLN
Q969Y0	NXPE3
Q96A26	FAM162A
Q96A32	MYLPF
Q96A65	EXOC4
Q96AB3	ISOC2
Q96AP7	ESAM
Q96AY3	FKBP10
Q96B86	RGMA
Q96BQ1	FAM3D
Q96BY9	SARAF
Q96BZ4	PLD4
Q96C11	FGGY
Q96C23	GALM
Q96C24	SYTL4
Q96C86	DCPS
Q96C90	PPP1R14B
Q96CN7	ISOC1
Q96CW1	AP2M1
Q96CX2	KCTD12
Q96DA0	ZG16B
Q96DB5	RMDN1
Q96DC8	ECHDC3
Q96DG6	CMBL
Q96DN2	VWCE
Q96EE4	CCDC126
Q96EG1	ARSG
Q96EK6	GNPNAT1
Q96EM0	L3HYPDH
Q96EP5	DAZAP1
Q96F46	IL17RA
Q96F85	CNRIP1
Q96FE5	LINGO1
Q96FE7	PIK3IP1
Q96FL9	GALNT14
Q96FQ6	S100A16
Q96FV2	SCRN2
Q96FW1	OTUB1
Q96FZ7	CHMP6
Q07157	TJP1
Q96G03	PGM2
Q96G23	CERS2
Q96GA7	SDSL
Q96GD0	PDXP
Q96GG9	DCUN1D1
Q96GP6	SCARF2
Q96GW7	BCAN
Q96GX9	APIP
Q96H15	TIMD4
Q96HC4	PDLIM5
Q96HD1	CRELD1
Q96HD1-2	nPvarsplic
Q96HD9	ACY3
Q96HE7	ERO1A
Q96HR9	REEP6
Q96HY6	DDRGK1
Q96I15	SCLY
Q96I99	SUCLG2
Q96ID5	IGSF21
Q96IJ6	GMPPA
Q96IQ7	VSIG2
Q96IU4	ABHD14B
Q96J42	TXNDC15
Q96JA1	LRIG1
Q96JF0	ST6GAL2
Q96JK4	HHIPL1
Q96K76	USP47
Q96KP1	EXOC2
Q96LA6	FCRL1
Q96M27	PRRC1
Q96MG2	JSRP1
Q96MU8	KREMEN1
Q96N76	UROC1
Q96NU7	AMDHD1
Q96NY8	NECTIN4
Q96NZ9	PRAP1
Q96P48	ARAP1
Q96P70	IPO9
Q96PD5	PGLYRP2
Q96PD5-2	nPvarsplic
Q9Y4D7	PLXND1
Q96PE1	ADGRA2
Q96PE7	MCEE
Q96PK6	RBM14
Q96PX8	SLITRK1
Q96Q06	PLIN4
Q96QA5	GSDMA
Q96QK1	VPS35
Q96QR1	SCGB3A1
Q96QR8	PURB
Q96QS1	TSPAN32
Q96QU1	PCDH15
Q96RT1	ERBIN
Q96S97	MYADM
Q96SB3	PPP1R9B
Q96T76	MMS19
Q96TA1	FAM129B
Q96TC7	RMDN3
Q99418	CYTH2
Q99426	TBCB
Q99435	NELL2
Q99436	PSMB7
Q99447	PCYT2
Q99460	PSMD1
Q99471	PFDN5
Q99497	PARK7
Q99519	NEU1
Q99536	VAT1
Q99538	LGMN
Q99542	MMP19
Q99598	TSNAX
Q99623	PHB2
Q99627	COPS8
Q99650	OSMR
Q99674	CGREF1
Q99685	MGLL
Q99704	DOK1
Q99714	HSD17B10
Q99757	TXN2
O95897	OLFM2
Q99784	OLFM1
Q99798	ACO2
Q99816	TSG101
Q99829	CPNE1
Q99832	CCT7
Q99935	OPRPN
Q99941	ATF6B
Q99969	RARRES2
Q99972	MYOC
Q99983	OMD
Q99988	GDF15
Q9BQ51	PDCD1LG2
Q9BRA2	TXNDC17
Q9BRF8	CPPED1
Q9BRK5	SDF4
Q9BRR6	ADPGK
Q9BS40	LXN
Q9BSE5	AGMAT
Q9BSF0	C2orf88
Q9BSH5	HDHD3
Q9BSJ8	ESYT1
Q9BSL1	UBAC1
Q9BT56	SPX
Q9BT78	COPS4
Q9BTE1	DCTN5
Q9BTT0	ANP32E
Q9BTV4	TMEM43
Q9BU40	CHRDL1
Q9BUH6	C9orf142
Q9BUJ2	HNRNPUL1
Q9BUL8	PDCD10
Q9BUN1	MENT
Q9BV20	MRI1
Q9BV40	VAMP8
Q9BVG4	PBDC1
Q9BVK6	TMED9
Q9BW04	SARG
Q9BW30	TPPP3
Q9BW91	NUDT9
Q9BWP8	COLEC11
Q9BWS9	CHID1
Q9BWV1	BOC
Q9BX67	JAM3
Q9BX68	HINT2
Q9BX97	PLVAP
Q9BXD5	NPL
Q9BXJ0	C1QTNF5
Q9BXJ1	C1QTNF1
Q9BXJ4	C1QTNF3
Q9BXJ4-3	nPvarsplic
Q9BXK5	BCL2L13
Q9BXL5	HEMGN
Q9BXN1	ASPN
Q9BXP5	SRRT
Q9BXS5	AP1M1
Q9BXX0	EMILIN2
Q9BY32	ITPA
Q9BY67	CADM1
Q9BY76	ANGPTL4
Q9BYE9	CDHR2
Q9BYF1	ACE2
Q9BYJ0	FGFBP2
Q9BYQ3	KRTAP9-3
Q9BYR3	KRTAP4-4
Q9BYR4	KRTAP4-3
Q9BYR5	KRTAP4-2
Q9BYV1	AGXT2
Q9BYZ8	REG4
Q9BZG9	LYNX1
Q9BZQ8	FAM129A
Q9BZZ2	SIGLEC1
Q9BZZ5	API5
Q9C005	DPY30
Q9C0C2	TNKS1BP1
Q9C0C9	UBE2O
Q9GZM7	TINAGL1
Q9GZN8	C20orf27
Q9GZP0	PDGFD
Q9GZP4	PITHD1
Q9GZT3	SLIRP
Q9GZX9	TWSG1
Q9GZZ8	LACRT
Q9GZZ9	UBA5
Q9H008	LHPP
Q9H074	PAIP1
Q9H0E2	TOLLIP
Q9H0P0	NT5C3A
Q9H0R4	HDHD2
Q9H0U3	MAGT1
Q9H0W9	C11orf54
Q9H0X4	FAM234A
Q9H159	CDH19
Q9H173	SIL1
Q9H1B5	XYLT2
Q9H1U4	MEGF9
Q9H251	CDH23
Q9H269	VPS16
Q9H299	SH3BGRL3
Q9H2A2	ALDH8A1
Q8NFY4	SEMA6D
Q9H2E6	SEMA6A
Q9H2H8	PPIL3
Q9H2M9	RAB3GAP2
Q9H2X0	CHRD
Q9H3G5	CPVL
Q9H3K6	
BOLA2	NX_Q9H3K6-1
BolA-like	2
Q9H3N1	TMX1
Q9H3S4	TPK1
Q9H3U1	UNC45A
Q9H425	C1orf198
Q9H444	CHMP4B
Q9H479	FN3K
Q9H488	POFUT1
Q9H4A4	RNPEP
P04350	TUBB4A
P07437	TUBB
Q13509	TUBB3
Q9BUF5	TUBB6
Q9H4B7	TUBB1
Q9H4D0	CLSTN2
Q9H4F8	SMOC1
Q9H4G4	GLIPR2
Q9H4X1	RGCC
Q9H5Y7	SLITRK6
Q9H6B4	CLMP
Q9H6Z4	RANBP3
Q9H741	C12orf49
Q9H756	LRRC19
Q9H773	DCTPP1
Q9H7M9	C10orf54
Q9H7Y0	CXorf36
Q9H8H3	METTL7A
Q9H8J5	MANSC1
Q9H8L6	MMRN2
Q9H8M7	FAM188A
Q9H8W4	PLEKHF2
Q9H9K5	ERVMER34-1
Q9H9Q2	COPS7B
Q9HA64	FN3KRP
Q9HAB8	PPCS
Q9HAT2	SIAE
Q9HAV7	GRPEL1
Q9HB71	CACYBP
Q9HBB8	CDHR5
Q9HBG7	LY9
Q9HBH0	RHOF
Q9HBI1	PARVB
Q9HBL7	PLGRKT
Q9HBR0	SLC38A10
Q9HBW9	ADGRL4
Q9HC35	EML4
Q9HC38	GLOD4
Q9HC56	PCDH9
Q9HC84	MUC5B
Q9HCL0	PCDH18
Q9HCN6	GP6
Q9HCU0	CD248
Q9HCU5	PREB
Q9HCY8	S100A14
Q9HD45	TM9SF3
Q9HD89	RETN
Q9H2X3	CLEC4M
Q9NNX6	CD209
Q9NP55	BPIFA1
Q9NP58	ABCB6
Q9NP79	VTA1
Q9NP84	TNFRSF12A
Q9NPF2	CHST11
Q9NPH0	ACP6
O76076	WISP2
Q14203	DCTN1
Q9NPH3	IL1RAP
Q9NQ25	SLAMF7
Q9NQ30	ESM1
Q9NQ38	SPINK5
Q9NQ38-3	nPvarsplic
Q9NQ66	PLCB1
Q9NQ75	CASS4
Q9NQ79	CRTAC1
Q9NQC3	RTN4
Q9NQR4	NIT2
Q9NQS3	NECTIN3
Q9NQW7	XPNPEP1
Q9NQX5	NPDC1
Q9NQZ7	ENTPD7
Q9NR12	PDLIM7
Q9NR19	ACSS2
Q9NR30	DDX21
Q9NR31	SAR1A
Q9NR45	NANS
Q9NR71	ASAH2
Q9NR99	MXRA5
Q9NRB3	CHST12
Q9NRF8	CTPS2
Q13033	STRN3
Q9NRL3	STRN4
Q9NRN5	OLFML3
Q9NRV9	HEBP1
Q9NRX4	PHPT1
Q9NS00	C1GALT1
Q9NS28	RGS18
Q9NS62	THSD1
Q9NS71	GKN1
O95025	SEMA3D
Q13214	SEMA3B
Q13275	SEMA3F
Q14563	SEMA3A
Q9C0C4	SEMA4C
Q9H3S1	SEMA4A
Q9NS98	SEMA3G
Q9NSC7	ST6GALNAC1
Q9NSE4	IARS2
Q9NT22	EMILIN3
Q9NT62	ATG3
Q9NT68	TENM2
Q9HBW1	LRRC4
Q9NT99	LRRC4B
Q9NTJ4	MAN2C1
Q9NTK5	OLA1
Q9NTN9	SEMA4G
Q9NU53	GINM1
Q9NUJ1	ABHD10
Q9NUQ9	FAM49B
Q9NVJ2	ARL8B
Q9NVK5	FGFR1OP2
Q9NVS9	PNPO
Q9NVZ3	NECAP2
Q9NWD8	TMEM248
Q9NWV4	C1orf123
Q9NX62	IMPAD1
Q9NX63	CHCHD3
Q9NX76	CMTM6
Q9NY33	DPP3
P28289	TMOD1
Q9NYL9	TMOD3
Q9NYU2	UGGT1
Q9NZ32	ACTR10
Q9NZC2	TREM2
Q9NZD2	GLTP
Q9NZD4	AHSP
Q15293	RCN1
Q9NZK5	CECR1
Q9NZL9	MAT2B
Q9NZM1	MYOF
Q9NZQ3	NCKIPSD
Q9NZT2	OGFR
Q9NZU0	FLRT3
Q9P035	HACD3
Q9P0K1	ADAM22
O95292	VAPB
Q9P0L0	VAPA
Q9P0Z9	PIPOX
Q14982	OPCML
Q9P121	NTM
Q9P126	CLEC1B
Q9P1F3	ABRACL
Q9P1Z2	CALCOCO1
Q9P270	SLAIN2
Q9P2B2	PTGFRN
Q9P2E9	RRBP1
Q9P2J5	LARS
Q9P2R3	ANKFY1
Q9P2R7	SUCLA2
Q9P2X0	DPM3
Q9UBC2	EPS15L1
Q9UBC9	SPRR3
O14594	NCAN
Q9UBG0	MRC2
Q9UBG3	CRNN
Q9UBM7	DHCR7
Q9UBP4	DKK3
Q9UBQ0	VPS29
Q9UBQ6	EXTL2
Q9UBQ7	GRHPR
Q9UBR1	UPB1
Q9UBR2	CTSZ
Q9UBS4	DNAJB11
Q9UBS9	SUCO
Q9UBT2	UBA2
Q9UBU3	GHRL
Q9UBV2	SEL1L
Q9UBV8	PEF1
O00499	BIN1
Q9UBW5	BIN2
Q9UBW8	COPS7A
Q9UBY9	HSPB7
Q9UDR5	AASS
Q9UDX3	SEC14L4
Q9UDY2	TJP2
Q9UEW3	MARCO
Q9UEY8	ADD3
Q9UFN0	NIPSNAP3A
P09958	FURIN
Q9UGM5	FETUB
Q9UGN4	CD300A
Q9UH65	SWAP70
Q9UH99	SUN2
Q9UHA4	LAMTOR3
Q9UHB6	LIMA1
Q9UHB9	SRP68
Q9UHD1	CHORDC1
P62330	ARF6
Q9UHG3	PCYOX1
Q9UHI8	ADAMTS1
Q9UHJ6	SHPK
Q9UHK6	AMACR
Q9UHN6	TMEM2
Q9UHP9	SMPX
Q9UHV9	PFDN2
Q9UHX1	PUF60
Q9UHY1	NRBP1
Q9UHY7	ENOPH1
Q9UI12	ATP6V1H
Q9UI17	DMGDH
Q9UI26	IPO11
Q9UIA9	XPO7
Q9UIB8	CD84
Q9UII2	ATPIF1
Q9UIJ7	AK3
Q9UJ14	GGT7
Q9UJ68	MSRA
Q9UJ70	NAGK
Q9UJA9	ENPP5
Q9UJC5	SH3BGRL2
Q9UJJ9	GNPTG
Q9UJU6	DBNL
Q9UJW2	TINAG
Q9UJZ1	STOML2
Q9UK23	NAGPA
Q9UK41	VPS28
Q9UK55	SERPINA10
Q9UKE5	TNIK
Q9UKK9	NUDT5
Q9UKM7	MAN1B1
Q9UKM9	RALY
Q9UKU6	TRHDE
O95841	ANGPTL1
Q8NI99	ANGPTL6
Q9UKU9	ANGPTL2
Q9UKV8	AGO2
Q9UKW4	VAV3
Q9UKX5	ITGA11
Q9UKY7	CDV3
Q9UL12	SARDH
Q9UL46	PSME2
Q9ULC4	MCTS1
Q9ULC5	ACSL5
Q9ULF5	SLC39A10
Q9ULH1	ASAP1
Q9ULI3	HEG1
XP_005247723.1	ref|XP_005247723.1|
Q9ULL4	PLXNB3
P31146	CORO1A
Q9BR76	CORO1B
Q9ULV4	CORO1C
Q9UM07	PADI4
Q9UMF0	ICAM5
Q9UMS4	PRPF19
Q9UMX5	NENF
Q9UN19	DAPP1
Q9UN36	NDRG2
Q9UN70	PCDHGC3
Q9UNA0	ADAMTS5
Q9UNF0	PACSIN2
Q9UNF1	MAGED2
Q9UNH7	SNX6
Q9UNM6	PSMD13
Q9UNN8	PROCR
Q9UNS2	COPS3
Q9UNW1	MINPP1
Q9UNZ2	NSFL1C
Q9UPT8	ZC3H4
Q9UQ53	MGAT4B
Q9UQ80	PA2G4
A8K7I4	CLCA1
Q9UQC9	CLCA2
Q9UQE7	SMC3
Q9UQV4	LAMP3
Q9Y224	C14orf166
Q9Y227	ENTPD4
Q9Y230	RUVBL2
Q9Y240	CLEC11A
Q9Y262	EIF3L
Q9Y265	RUVBL1
Q9Y266	NUDC
Q9Y274	ST3GAL6
Q9Y275	TNFSF13B
Q9Y279	VSIG4
Q9Y285	FARSA
Q9Y287	ITM2B
Q9Y2E5	MAN2B2
Q9Y2G1	MYRF
Q9Y2L6	FRMD4B
Q9Y2Q0	ATP8A1
Q9Y2Q3	GSTK1
Q9Y2Q5	LAMTOR2
Q9Y2S2	CRYL1
Q9Y2T3	GDA
Q9Y2V2	CARHSP1
Q9Y2W1	THRAP3
Q9Y2X7	GIT1
Q9Y303	AMDHD2
Q9Y315	DERA
Q9Y316	MEMO1
Q9Y333	LSM2
Q9Y371	SH3GLB1
Q9Y376	CAB39
Q9Y394	DHRS7
Q9Y3A5	SBDS
Q9Y3B3	TMED7
Q9Y3B4	SF3B6
Q9Y3B8	REXO2
Q9Y3C8	UFC1
Q9Y3D6	FIS1
Q9Y3F4	STRAP
Q9Y3I0	RTCB
Q9Y3I1	FBXO7
Q9Y3R4	NEU2
Q9Y3Z3	SAMHD1
Q9Y4D1	DAAM1
Q9Y4F1	FARP1
Q9Y4H4	GPSM3
Q9Y512	SAMM50
Q9Y547	HSPB11
Q9Y570	PPME1
Q9Y5K6	CD2AP
Q9Y5M8	SRPRB
Q9Y5P6	GMPPB
Q9Y5S2	CDC42BPB
Q9Y5S9	RBM8A
Q9Y5Y7	LYVE1
Q9Y5Z4	HEBP2
Q9Y613	FHOD1
Q9Y617	PSAT1
Q9Y624	F11R
O75487	GPC4
Q9Y625	GPC6
Q9Y639	NPTN
Q9Y653	ADGRG1
Q9UBF2	COPG2
Q9Y678	COPG1
P11215	ITGAM
Q9Y6C2	EMILIN1
Q9Y6C9	MTCH2
Q9Y6I3	EPN1
Q9HCK4	ROBO2
Q9Y6N7	ROBO1
Q9Y6R7	FCGBP
Q9Y6W5	WASF2
Q9Y6Y9	LY96
Q9Y6Z7	COLEC10
A0FGR8	nPvarsplic
O00151	PDLIM3
O00264	PGRMC2
O00299	CLIC2
O00299	CLIC5
O00299	CLIC4
O00429	EPHX2
O00429	DNM2
O00429	DNM1
O00462	ABAT
O14793	GDF11
O15117	CST4
O15117	CST1
O15117	CST2
O15511	ARPC5L
O43508	TNFSF13
O60234	GMFB
O60243	HS6ST3
O60449	CD302
O60493	SNX12
O60506	HNRNPR
O75390	CNPY2
O94804	SLK
O94925	nPvarsplic
O94933	SLITRK2
O94985	CLSTN3
O95393	GDF2
O95445	IL1R2
O95490	ADGRL1
O95782	AP2A2
O95865	DDAH1
O95989	RPS10
O95994	AGR3
P00387	CYB5R1
P00390	TXNRD1
P00390	TXNRD2
P00918	CA3
P01903	HLA-DPA1
P02549	DIABLO
